Product_type,Brand,Size,fabric,fabric_cost_per_kg/meter/hide,fabric_raw_cost,manufacturing,transportation,tax,brand_value,retailer_margin,selling_price
Formal Jacket,Moore-Ruiz (mid_range),XXXL,leather,6733,14380.26,19869.78,793.21,11438.74,13321.22,46958.38,106761.6
Traditional Jacket,Mcguire-Ray (mid_range),XL,leather,5496,7524.39,8446.25,390.55,6129.89,8528.64,26192.6,57212.32
Jacket,"Bradley, Fowler and Hutchinson (mid_range)",XL,leather,5064,6998.94,7461.92,540.98,5588.75,7611.43,23959.63,52161.65
Contemporary Jacket,Ford Couture (luxury),XXXL,leather,95162,803001.66,1116351.12,42723.61,1852039.91,2283949.01,11187640.52,17285705.83
Traditional Jacket,Flowers-Roberts (mid_range),XXL,leather,5652,9908.53,9984.39,689.69,6977.97,9826.65,27740.51,65127.73
Jacket,Martin-Barnes (mid_range),S,leather,7068,5238.66,6379.7,387.16,4200.42,4077.16,18920.86,39203.97
Jacket,"Gordon, Brown and Erickson Basics (budget)",M,leather,1113,735.53,819.71,45.89,352.33,242.14,1092.85,3288.45
Jacket,Moore Couture (luxury),L,leather,47792,207635.88,246527.66,15646.0,478281.79,684824.45,2831047.64,4463963.42
Classic Jacket,Davis-Ortiz Basics (budget),XL,leather,1428,1428.39,1894.8,99.88,795.37,611.72,2593.26,7423.41
Jacket,"Hunt, Garcia and Clarke (mid_range)",L,leather,5010,5522.13,6874.34,418.01,4657.9,4916.44,21084.93,43473.74
Jacket,Gordon & Co. (premium),L,leather,10325,27857.78,38003.7,2209.51,28279.81,27866.31,139727.78,263944.88
Formal Jacket,Sanchez-Thompson Basics (budget),XL,leather,1090,1112.57,1524.22,73.63,602.84,396.63,1916.59,5626.48
Jacket,"Smith, Wilson and Hubbard (mid_range)",XL,leather,5266,7059.96,7781.06,466.66,5702.77,8527.08,23688.29,53225.82
Jacket,Morales-Brown Basics (budget),XXL,leather,2190,2585.44,3342.9,138.62,1323.7,775.88,4188.01,12354.55
Jacket,"Rogers, Smith and Pruitt Basics (budget)",XXL,leather,2325,2731.5,3470.87,185.19,1366.79,950.58,4051.75,12756.69
Contemporary Jacket,Barrett & Co. (premium),XL,leather,10406,34150.73,44201.16,2511.64,32384.91,37400.53,151610.16,302259.13
Jacket,"Rosales, Garcia and Martinez Basics (budget)",XL,leather,2358,2018.07,2131.52,142.07,1002.0,935.95,3122.4,9352.01
Jacket,Gallagher Couture (luxury),XL,leather,26642,149131.91,195989.98,8948.98,300399.44,451295.24,1697962.56,2803728.1
Jacket,"Davis, Daugherty and Franklin (mid_range)",S,leather,4822,3862.42,4544.98,262.67,3196.63,3438.6,14529.9,29835.19
Jacket,"Lang, Harmon and Evans Basics (budget)",M,leather,2663,1922.08,2420.46,127.66,987.29,828.51,2928.72,9214.72
Jacket,Hester Couture (luxury),XXL,leather,36399,260513.61,288382.1,13376.71,463539.73,552091.62,2748467.01,4326370.78
Jacket,Wheeler & Co. (premium),L,leather,19358,54966.57,75716.82,3110.98,57915.79,76184.93,272652.29,540547.39
Jacket,Hernandez LLC Basics (budget),M,leather,2325,1673.24,2318.2,107.51,937.43,797.17,2915.81,8749.36
Modern Jacket,"Davis, Noble and Ferrell (mid_range)",M,leather,5200,5176.94,6553.39,300.33,4249.46,5429.12,17952.4,39661.64
Jacket,Young-Parker Basics (budget),L,leather,1327,1098.17,1368.44,60.97,586.33,462.35,1896.15,5472.41
Modern Jacket,Wright & Co. (premium),XXL,leather,10791,40453.34,56073.41,2605.0,48440.54,48066.6,256472.79,452111.68
Casual Jacket,Hess & Co. (premium),XXXL,leather,13452,66234.61,88435.24,4077.33,71287.44,79316.01,355998.8,665349.43
Jacket,Spencer-Cox (mid_range),XXL,leather,4981,9126.14,11798.59,565.04,7405.43,7562.42,32659.71,69117.34
Jacket,Sanchez Couture (luxury),XXXL,leather,142918,1188889.1,1280447.64,73075.75,2201263.13,3435782.21,12365664.67,20545122.5
Jacket,Graham & Co. (premium),XXXL,leather,16140,82296.96,110993.89,6304.05,88779.83,123171.9,417065.14,828611.78
Jacket,"Pope, Vance and Clements Basics (budget)",S,leather,867,420.76,545.67,30.46,221.8,132.19,719.29,2070.17
Jacket,Graham-Byrd Basics (budget),XXXL,leather,1196,1624.57,2113.48,85.6,890.27,770.8,2824.45,8309.16
Jacket,Cook & Co. (premium),XXL,leather,9805,35707.85,38858.64,2134.34,36820.37,46058.02,184077.58,343656.81
Casual Jacket,"Curtis, Winters and Butler (mid_range)",XXL,leather,6685,11146.57,13920.16,617.64,8985.69,11355.01,37841.35,83866.41
Jacket,Malone LLC Basics (budget),L,leather,1629,1287.95,1780.42,93.68,709.23,569.45,2178.77,6619.5
Traditional Jacket,Miller-Mckee (mid_range),M,leather,6855,6812.04,7831.59,450.36,5257.08,6568.98,22145.99,49066.04
Jacket,Cantu Ltd (mid_range),XXXL,leather,5258,11176.47,14908.8,561.51,9436.29,12814.17,39174.8,88072.04
Jacket,Meyers and Sons (mid_range),S,leather,4308,3449.84,4263.95,230.97,3240.25,4141.56,14915.78,30242.34
Jacket,Perkins Group Basics (budget),L,leather,1724,1268.91,1396.68,88.79,622.34,412.29,2019.46,5808.47
Classic Jacket,"Gonzales, Dickerson and Nelson (mid_range)",XXXL,leather,6419,12698.84,15646.88,705.99,9244.68,10498.96,37488.3,86283.65
Traditional Jacket,Wallace-Wallace Basics (budget),XXL,leather,2509,2712.18,2910.32,159.91,1232.78,872.3,3618.43,11505.91
Jacket,Alexander Group Basics (budget),XL,leather,1705,1693.11,1858.36,98.9,803.43,573.45,2471.44,7498.69
Jacket,Parker PLC (mid_range),XXXL,leather,6530,13832.67,15195.26,1056.45,10471.74,15482.85,41697.25,97736.22
Jacket,Johnson Ltd Basics (budget),XXXL,leather,1486,2064.76,2323.0,113.72,1044.26,1019.59,3181.13,9746.46
Jacket,Li-Jones (mid_range),L,leather,4854,5777.6,8236.34,329.26,5045.82,7010.87,20694.45,47094.34
Jacket,Sanders LLC (mid_range),XXL,leather,7030,11865.53,16480.45,777.52,10120.08,13317.94,41892.6,94454.11
Modern Jacket,Knox-Tapia (mid_range),XXXL,leather,7581,14864.17,15743.13,932.81,11994.51,16371.63,52042.55,111948.79
Jacket,"Rodriguez, Conner and Williams Basics (budget)",S,leather,1871,969.7,1289.58,72.7,509.0,302.24,1607.42,4750.63
Casual Jacket,Peterson & Co. (premium),XXXL,leather,22754,108612.73,143220.07,5872.97,126071.69,130715.4,662176.22,1176669.07
Jacket,Johnson Couture (luxury),XL,leather,84885,495957.89,578002.43,25676.99,1078213.11,1506494.83,6378977.08,10063322.33
Jacket,Garrett-Smith Basics (budget),S,leather,1424,712.95,849.13,50.28,332.2,228.93,927.06,3100.55
Casual Jacket,Johns-Wilson (mid_range),S,leather,5435,4451.96,5625.92,234.58,3636.33,3955.14,16035.14,33939.07
Jacket,Foster and Sons Basics (budget),XXL,leather,2213,2530.34,3398.06,188.28,1473.78,1110.28,5054.53,13755.27
Jacket,Anderson Inc Basics (budget),XXL,leather,2688,2893.47,2961.59,230.99,1488.27,1261.01,5055.19,13890.52
Classic Jacket,"Finley, Mcclain and Tanner Basics (budget)",M,leather,1249,915.35,1326.32,52.69,474.04,287.42,1368.57,4424.4
Jacket,Hunt LLC (mid_range),XXL,leather,5465,9388.89,12300.68,676.89,7211.61,8727.37,29002.9,67308.32
Jacket,Perez & Co. (premium),XXXL,leather,17999,85435.69,109523.24,6302.79,93521.34,100470.65,477612.09,872865.81
Jacket,Robertson-Hines Basics (budget),M,leather,2462,1498.58,1730.93,107.94,754.29,607.59,2340.69,7040.02
Jacket,Murphy-Browning (mid_range),XXXL,leather,6506,12250.92,14058.25,749.79,9295.01,9516.08,40883.38,86753.43
Jacket,Suarez Ltd Basics (budget),XXL,leather,1846,2276.93,2489.41,156.55,1174.59,889.11,3976.23,10962.82
Jacket,Mccarty Inc Basics (budget),S,leather,1760,903.87,1009.99,66.07,460.93,291.57,1569.62,4302.05
Jacket,Mckay Couture (luxury),S,leather,71541,249356.32,348811.43,17306.63,657082.17,850987.83,4009222.55,6132766.93
Jacket,Ho Couture (luxury),L,leather,93556,436824.88,540812.48,23835.96,798005.66,1192055.11,4456518.71,7448052.8
Jacket,"Garcia, White and Johnson (mid_range)",L,leather,7936,10174.61,12587.2,674.04,9558.94,12553.42,43668.58,89216.78
Jacket,Acosta Inc Basics (budget),XL,leather,2103,2041.37,2441.52,161.2,1035.35,655.18,3328.65,9663.27
Jacket,"Goodwin, Diaz and Pace (mid_range)",XL,leather,6914,10370.42,12762.34,617.31,8311.49,11643.64,33868.68,77573.87
Jacket,Sanchez and Sons (mid_range),XL,leather,5917,8118.37,11363.71,484.04,6270.95,7487.9,24803.89,58528.85
Jacket,Mendoza Inc Basics (budget),XXXL,leather,2448,3382.34,4705.11,183.82,1879.62,1175.17,6217.06,17543.12
Jacket,Golden Inc Basics (budget),M,leather,991,701.52,963.96,35.24,392.16,260.29,1307.01,3660.18
Jacket,Edwards-Harris Basics (budget),M,leather,2095,1364.63,1422.77,88.13,637.55,421.81,2015.55,5950.44
Jacket,Alvarez Group Basics (budget),XXXL,leather,2590,3245.98,3881.59,247.49,1609.53,1038.57,4999.12,15022.27
Formal Jacket,Martinez PLC (mid_range),XXXL,leather,7482,16416.39,19605.54,1132.44,15112.47,18638.1,70144.77,141049.71
Jacket,"Williams, Rangel and Howard Basics (budget)",XXL,leather,1917,2247.04,2685.5,139.86,1073.64,766.44,3108.13,10020.61
Jacket,Manning & Co. (premium),L,leather,17633,52024.91,58585.84,3404.12,50519.16,54540.96,252437.14,471512.13
Jacket,"Taylor, Hanna and Jackson Basics (budget)",M,leather,2626,1583.18,1852.95,105.21,834.91,668.85,2747.37,7792.46
Casual Jacket,Rodriguez-Johnson Basics (budget),XL,leather,1572,1440.33,1558.34,102.05,692.62,627.18,2043.9,6464.43
Formal Jacket,Young Couture (luxury),XXL,leather,85432,560790.24,646577.08,35096.38,1170197.45,1921488.25,6587693.45,10921842.85
Jacket,Thornton-Rogers (mid_range),S,leather,6955,5850.27,6163.98,385.96,4751.41,7081.33,20113.53,44346.49
Jacket,Walker-Smith Basics (budget),XL,leather,2387,2014.6,2645.32,107.06,1073.76,996.31,3184.68,10021.73
Jacket,Stephens-Contreras (mid_range),XL,leather,4816,6453.66,8147.06,386.49,5364.92,5946.17,23774.31,50072.61
Jacket,Clark & Co. (premium),XXXL,leather,21030,99281.23,126426.09,5358.45,110496.94,112902.56,576839.52,1031304.79
Jacket,Alvarez & Co. (premium),S,leather,22084,37838.29,53300.92,2914.52,42800.83,38916.96,223702.86,399474.37
Jacket,Diaz-Jacobs Basics (budget),XL,leather,2393,2202.74,2396.01,120.17,1026.83,889.53,2948.48,9583.77
Jacket,Delacruz and Sons Basics (budget),S,leather,2769,1527.96,2182.85,89.25,866.16,549.78,2868.2,8084.2
Jacket,Castillo PLC Basics (budget),S,leather,1709,854.85,983.44,50.49,428.27,291.88,1388.23,3997.16
Casual Jacket,Pugh Inc Basics (budget),XL,leather,1021,892.24,1136.3,47.05,493.91,380.02,1660.35,4609.87
Casual Jacket,Warner & Co. (premium),XXXL,leather,11970,60264.77,86636.02,3917.73,66665.67,84408.72,320320.0,622212.9
Jacket,"Castro, Thomas and Carter Basics (budget)",XL,leather,1843,1824.39,2601.22,98.29,949.5,662.34,2726.28,8862.03
Jacket,"Fuller, Khan and Barrera (mid_range)",M,leather,4930,5366.99,6730.27,376.12,4725.52,5323.24,21582.74,44104.87
Jacket,Bonilla-Gallegos Basics (budget),XXXL,leather,2439,3308.6,4309.85,221.11,1772.55,1197.53,5734.15,16543.79
Jacket,Carter Ltd (mid_range),XXL,leather,4330,6837.25,9382.74,544.34,6709.67,8260.43,30889.11,62623.54
Jacket,Hernandez-Shelton Basics (budget),L,leather,2577,2050.34,2109.73,113.72,1009.83,738.01,3403.42,9425.04
Vintage Jacket,Jones-Turner (mid_range),XXL,leather,6400,11394.01,15268.8,840.75,9389.62,10065.4,40677.87,87636.45
Jacket,Moore-Murphy (mid_range),L,leather,6341,7659.85,10776.2,544.91,6035.53,6819.79,24495.36,56331.64
Jacket,Wood & Co. (premium),XXL,leather,18562,76905.55,79048.67,5595.2,82355.62,97144.05,427603.33,768652.43
Vintage Jacket,Cain-Noble Basics (budget),M,leather,1163,787.62,997.6,49.96,419.16,321.87,1335.92,3912.12
Vintage Jacket,Ryan Ltd Basics (budget),XL,leather,1336,1365.18,1866.2,91.89,732.75,632.39,2150.57,6838.99
Jacket,"Simmons, Quinn and Williams (mid_range)",L,leather,5831,6790.3,7170.37,429.98,5584.61,8077.05,24070.69,52122.99
Jacket,Hamilton Couture (luxury),M,leather,26103,100187.61,113779.62,5121.82,217477.72,305356.45,1287868.8,2029792.01
Jacket,"Harper, Frazier and Pitts (mid_range)",M,leather,5749,5709.78,5926.52,364.22,4084.29,4965.09,17070.1,38120.0
Modern Jacket,"Middleton, Bradley and Bullock Basics (budget)",M,leather,997,720.26,762.94,41.24,355.72,351.23,1088.64,3320.04
Jacket,Williams LLC (mid_range),XL,leather,6841,9405.99,10754.42,667.15,7344.52,9481.7,30895.1,68548.89
Jacket,Velez & Co. (premium),XXXL,leather,11067,48054.72,50251.19,3606.42,47269.79,70797.41,221205.19,441184.72
Vintage Jacket,Hardy Couture (luxury),M,leather,52547,189582.65,200896.09,11357.69,429215.53,570481.68,2604477.96,4006011.6
Jacket,Robinson & Co. (premium),XL,leather,11992,42103.26,46120.02,3103.4,43436.73,46670.51,223975.53,405409.45
Jacket,Campbell & Co. (premium),XXL,leather,23031,94152.64,116389.42,6784.03,107236.93,138290.81,538024.21,1000878.03
Jacket,Figueroa & Co. (premium),XXL,leather,15781,66275.0,73531.71,4298.31,68087.07,72618.29,350668.9,635479.27
Formal Jacket,Bauer Inc Basics (budget),S,leather,1370,670.73,920.79,39.7,381.26,327.64,1218.33,3558.46
Jacket,Porter Group Basics (budget),XL,leather,2273,2018.2,2420.74,144.99,979.93,721.84,2860.35,9146.06
Jacket,Hansen Couture (luxury),XXL,leather,143840,1002585.45,1270860.01,61039.36,2420185.93,3051018.97,14782712.31,22588402.04
Modern Jacket,Levy LLC Basics (budget),L,leather,1438,1080.26,1239.49,71.51,539.15,385.17,1716.48,5032.05
Traditional Jacket,"Dunn, Robinson and Vasquez (mid_range)",XXXL,leather,6952,14100.73,20080.42,775.1,11184.52,12357.03,45891.07,104388.85
Jacket,Chavez-Taylor Basics (budget),XL,leather,1015,942.52,1007.76,57.13,483.09,463.75,1554.56,4508.82
Casual Jacket,Henry Couture (luxury),XL,leather,89597,550646.0,782160.49,39903.8,1130333.9,1501645.93,6545092.91,10549783.03
Jacket,Harvey PLC Basics (budget),L,leather,1121,920.45,1023.55,68.17,466.13,287.24,1585.02,4350.56
Jacket,Moreno LLC Basics (budget),XL,leather,1540,1576.69,1593.09,92.53,693.55,551.57,1965.68,6473.1
Formal Jacket,Stephens Couture (luxury),S,leather,30161,98098.82,138106.82,7146.62,201704.81,254169.83,1183351.3,1882578.19
Jacket,Wong Inc Basics (budget),XXL,leather,917,1106.81,1528.35,69.14,585.18,386.35,1785.87,5461.7
Jacket,Jones-Cook (mid_range),L,leather,6671,8766.24,9916.14,600.33,6845.58,9414.49,28349.28,63892.04
Jacket,Shaffer Couture (luxury),XL,leather,99913,538110.62,761127.07,29760.16,1129905.66,1230383.78,6856498.83,10545786.12
Jacket,Hill & Co. (premium),L,leather,24405,68123.24,92960.83,4786.61,71998.99,61954.92,372166.02,671990.61
Traditional Jacket,Rivera-Mclean Basics (budget),XXL,leather,2282,2653.79,3518.82,171.18,1495.41,1236.37,4881.6,13957.17
Jacket,Herrera & Co. (premium),M,leather,15081,32317.63,35595.42,1771.79,28719.39,33816.22,135827.19,268047.65
Traditional Jacket,Davis Inc (mid_range),XL,leather,4117,5645.83,8061.66,328.58,4733.46,4259.95,21149.46,44178.95
Jacket,Allison Inc Basics (budget),XL,leather,2507,2558.11,3330.21,153.93,1492.0,1278.38,5112.7,13925.34
Casual Jacket,Reynolds PLC (mid_range),L,leather,5151,5571.71,7162.6,369.34,5190.09,6645.02,23502.06,48440.82
Jacket,Kelley & Co. (premium),L,leather,10385,31509.85,40554.79,2347.54,34759.68,33764.62,181487.19,324423.67
Jacket,"Kirk, Hall and Ross (mid_range)",M,leather,5003,5468.81,6713.41,346.53,4835.2,6648.4,21116.16,45128.53
Jacket,"Pugh, Day and Scott (mid_range)",XL,leather,6331,9631.53,12086.66,546.63,7684.17,10404.46,31365.44,71718.89
Jacket,Clarke & Co. (premium),L,leather,9784,27654.5,28026.95,1860.8,29892.87,34055.42,157509.57,279000.12
Jacket,Lewis & Co. (premium),XL,leather,20865,69788.61,95386.49,4476.44,80147.25,73815.49,424426.76,748041.04
Jacket,Hopkins Couture (luxury),XXXL,leather,59240,511115.33,704280.63,33513.48,1052913.27,1183306.59,6342061.22,9827190.51
Jacket,Warren-Wade (mid_range),XXXL,leather,6667,12240.98,15850.89,621.27,10323.43,14280.72,43034.69,96351.98
Jacket,"Hernandez, Macias and Mccarthy Basics (budget)",M,leather,1122,760.99,961.77,48.4,416.04,312.16,1383.64,3882.99
Jacket,Peterson-Jimenez Basics (budget),M,leather,1071,702.08,894.53,41.5,351.88,308.14,986.11,3284.24
Contemporary Jacket,Jordan Couture (luxury),XXXL,leather,138278,1047940.63,1151098.77,68681.72,2009237.13,3091054.23,11384867.36,18752879.83
Jacket,Mason PLC Basics (budget),XL,leather,2413,2450.96,2544.2,137.27,1217.6,895.98,4118.22,11364.24
Jacket,Gill LLC (mid_range),L,leather,6628,7683.31,9764.3,468.4,6406.57,8088.77,27383.31,59794.66
Jacket,King Ltd Basics (budget),XL,leather,1491,1314.96,1641.3,77.72,685.42,585.1,2092.79,6397.3
Jacket,Brown & Co. (premium),M,leather,21846,55729.08,72609.01,4033.2,54140.63,55284.01,263516.64,505312.58
Modern Jacket,Rodriguez-Rhodes Basics (budget),M,leather,1072,726.47,767.59,52.28,358.8,284.92,1158.76,3348.83
Contemporary Jacket,"Clark, Douglas and Gutierrez (mid_range)",XXXL,leather,5330,9649.23,11420.83,692.78,7595.36,11260.43,30271.38,70890.0
Jacket,"Nicholson, Washington and Ray Basics (budget)",XXL,leather,1589,1702.5,2040.9,108.91,816.33,671.09,2279.35,7619.08
Formal Jacket,"Cantrell, Ellison and Morgan (mid_range)",XXL,leather,7797,12832.54,17497.8,749.91,12215.12,15626.02,55086.36,114007.75
Jacket,Ross Couture (luxury),XXXL,leather,77067,601036.17,756313.2,40871.86,1270531.22,1854094.93,7335443.97,11858291.35
Classic Jacket,Allen-Jensen (mid_range),XXXL,leather,5997,12384.21,17092.71,679.35,10523.2,12356.73,45180.34,98216.55
Casual Jacket,Williamson PLC (mid_range),S,leather,7580,6027.43,7174.55,463.13,5396.19,6752.32,24550.85,50364.47
Jacket,"Shepherd, Nixon and Sims Basics (budget)",XXL,leather,869,1023.65,1107.9,53.24,499.35,321.73,1654.7,4660.57
Jacket,Lopez & Co. (premium),XL,leather,10607,37690.85,39240.02,2976.22,32076.07,35265.26,152128.22,299376.64
Jacket,Mack Couture (luxury),M,leather,134765,530799.49,576230.16,35135.71,959189.93,1204236.27,5646847.82,8952439.37
Jacket,Hunter & Co. (premium),XL,leather,20546,66398.54,86038.0,3472.05,72294.18,72423.38,374119.54,674745.69
Contemporary Jacket,Lewis LLC Basics (budget),XXL,leather,1901,2319.26,2495.68,136.59,1128.81,1101.72,3353.5,10535.56
Modern Jacket,"Campbell, Miller and Martinez (mid_range)",S,leather,7328,5480.67,6901.99,326.1,4535.53,4864.84,20222.45,42331.58
Jacket,"Green, Werner and Smith Basics (budget)",S,leather,2185,1198.74,1514.42,61.89,619.79,528.74,1861.12,5784.7
Jacket,Bailey & Co. (premium),XXL,leather,9671,35626.9,48624.21,1783.67,35724.92,45093.5,166579.44,333432.63
Jacket,Cowan-Dominguez Basics (budget),XXL,leather,2690,3325.18,4302.46,181.17,1650.8,1240.57,4707.27,15407.45
Jacket,Brown Couture (luxury),XXXL,leather,62132,493449.21,561096.19,25421.45,1234860.98,1686877.32,7523664.04,11525369.19
Jacket,Garcia-Jones Basics (budget),XXL,leather,1303,1393.45,1644.67,100.62,736.73,481.2,2519.51,6876.18
Formal Jacket,"Smith, Bush and Wright (mid_range)",XL,leather,4279,5927.51,8293.22,354.41,5163.23,6706.05,21745.71,48190.14
Jacket,Herrera-Case Basics (budget),XL,leather,2743,2568.17,2995.93,132.17,1358.82,1079.09,4548.11,12682.29
Traditional Jacket,Kirby Couture (luxury),L,leather,73538,386480.89,523419.84,19515.34,792646.36,1132806.07,4543164.21,7398032.72
Jacket,Joseph-Parrish Basics (budget),XXL,leather,1769,2159.46,2272.55,151.46,1009.59,991.46,2838.3,9422.81
Jacket,Ross PLC Basics (budget),XL,leather,1684,1442.51,1929.45,88.06,770.16,590.0,2368.02,7188.2
Contemporary Jacket,"Raymond, Thompson and Martin Basics (budget)",XXXL,leather,1520,1997.91,2597.81,157.91,1085.06,739.06,3549.43,10127.18
Jacket,Kelly & Co. (premium),XXL,leather,18918,79942.98,87596.43,4701.93,79909.53,96585.17,397086.26,745822.3
Traditional Jacket,Harris & Co. (premium),L,leather,11489,34024.64,46724.7,2451.73,32751.48,31641.98,158085.95,305680.49
Jacket,"Hoover, Miller and Davis Basics (budget)",L,leather,858,687.87,698.38,36.65,329.41,306.97,1015.25,3074.54
Jacket,Walker-Miller Basics (budget),XXL,leather,1776,2108.23,3038.65,138.97,1189.73,912.25,3716.28,11104.1
Jacket,Jones-Larson (mid_range),XXXL,leather,4444,8686.52,11101.67,473.32,7643.04,9653.09,33777.42,71335.07
Contemporary Jacket,Campbell & Co. (premium),XXL,leather,21546,80299.07,91432.59,6120.63,93597.12,106039.33,496084.37,873573.11
Jacket,Lewis & Co. (premium),S,leather,14783,26420.7,35284.75,2057.89,26034.18,24621.3,128566.87,242985.69
Classic Jacket,"Zavala, Lawrence and Clark (mid_range)",XL,leather,5415,7406.94,7926.96,426.11,6388.87,8410.85,29069.68,59629.41
Casual Jacket,Johnson & Co. (premium),XL,leather,24109,77231.41,84817.03,4984.48,74610.08,73122.09,381595.68,696360.76
Jacket,Alexander-Jones Basics (budget),M,leather,1021,711.11,783.73,47.39,348.1,299.31,1059.3,3248.95
Jacket,Herring LLC (mid_range),M,leather,4015,3828.75,3978.34,305.09,3214.95,3928.82,14750.26,30006.21
Jacket,Richard-Steele Basics (budget),XXXL,leather,2541,3108.98,4118.17,203.33,1707.32,1312.59,5484.57,15934.95
Jacket,George Couture (luxury),XXXL,leather,133128,1029575.19,1100974.09,71668.63,2413614.8,3401789.87,14509448.86,22527071.43
